sno.,name,cuisine,course,diet, price 
3955,Mohan Bhog . -  Indian Style Sooji Ka Halwa,Indian,Dessert,Vegetarian, $10.00 
3956,Kimami Sevai .,Indian,Dessert,Vegetarian, $10.00 
3957,Chole Pindi .,Indian,Lunch,Vegetarian, $500.00 
3958,Rajasthani Dal . ???,Rajasthani,Lunch,High Protein Vegetarian, $10.00 
3959,Bread Halwa .,Mughlai,Dessert,Vegetarian, $10.00 
3960,Rose Gulkand Phirni .,Indian,Dessert,Vegetarian, $10.00 
3961,Avarekalu Tikki ., Indian,Appetizer,Vegetarian, $10.00 
3962,Coconut Peanut Chutney . - Coconut Peanut Chutney .,South Indian  .,Side Dish,No Onion No Garlic (Sattvic), $20.00 
3963,????ù?????ùç??????????????? ????ùç???????????? ??????????ùç????ù? ????ù?????ù? ????ù???????????ù? - Chettinad Style Chilli Gobhi .,Indian,Snack,Vegetarian, $20.00 
3964,Savoury Bread Pudding .,Continental,Main Course,Eggetarian, $10.00 
3965,Chanar Paturi .-A  Indian Paneer Dish With Mustard, Indian  .,Lunch,High Protein Vegetarian, $10.00 
3966,Sicilian Watermelon Pudding . With Cinnamon Twist  - Gelo Di Melone,Italian,Dessert,Vegetarian, $15.00 
3967,Strawberry Coconut Trifle Pudding .,Continental,Dessert,Vegetarian, $55.00 
3968,?????????????????????Caramel Bread Pudding .,Continental,Dinner,Vegetarian, $40.00 
3969,Shakarkandi Chaat . - Sweet Potato Tangy Salad,Indian,Snack,Vegetarian, $10.00 
3970,Sholeh Zard . -  Persian Saffron Rice Pudding,Middle Eastern,Dessert,Gluten Free, $10.00 
3971,Baked Pumpkin Cream Cheese French Toast . - Breakfast Bread Pudding .,Continental,World Breakfast,Vegetarian, $5.00 
3972,Seem Paal . - Steamed Colostrum Milk Pudding,Indian,Dessert,Vegetarian, $10.00 
3973,Figs and Muesli Bread Pudding .,Continental,Dessert,Sugar Free Diet, $25.00 
3974,????ù????????ùÅ?????? ???????????? ???????ù? ????ù???????????ù? - Gongura Chicken Curry ., Indian,Lunch,Non Vegeterian, $15.00 
3975,Mumbai Style Egg Bhurji .,Maharashtrian  .,North Indian Breakfast,Eggetarian, $10.00 
3976,Mango And Yogurt Coconut Fool . - Healthy Mango Yogurt Pudding,British,Dessert,Vegetarian, $20.00 
3977,Mexican Style Capirotada .-Bread Pudding .,Mexican,Dessert,Vegetarian, $10.00 
3978,Saffron Milk Pudding .,Indian,Dessert,Vegetarian, $10.00 
3979,???????ù? ????ùç????????? ?????? ??????????ùÅ??? ????ùç???????????? ???????????? ????ù???????????ù? - Spring Onion & Roasted Garlic Brown Rice .,Continental,Main Course,Vegetarian, $30.00 
3980,Carrot Custard Pudding .,Indian,Dessert,Vegetarian, $10.00 
3981,??è???????????? ????ùç????ù???? ????ù?????ùç?????? ???????????? ????????? ????ù???????????ù? - Asian Black Pepper Basa Fish .,Asian,Main Course,Non Vegeterian, $20.00 
3982,Vegan Guilt Free Chocolate Espresso Mousse .,Continental,Dessert,Vegetarian, $20.00 
3983,Homemade Chocolate Mousse With Pineapple .,Continental,Dessert,Vegetarian, $20.00 
3984,Vanilla Choco Mousse . With Chocolate Chips,Continental,Dessert,Vegetarian, $60.00 
3985,Avarekalu Payasa . - Broad Beans Payasa, Indian,Dessert,Vegetarian, $10.00 
3986,Easy Gajar Halwa . With Khoya Made In A Pressure Cooker,Indian,Dessert,Vegetarian, $15.00 
3987,Homemade Whole Wheat Bread .,Continental,Main Course,Vegetarian, $20.00 
3988,Horsegram Tikki .,Indian,Snack,Vegetarian, $60.00 
3989,Indian Chicken Keema Sliders .,Indian,Appetizer,Non Vegeterian, $10.00 
3990,Moong Matar Kebab . - Green Lentil And Peas Kebab,Lucknowi,Appetizer,High Protein Vegetarian, $60.00 
3991,Dum Ke Shami Kebab .,Indian,Appetizer,Non Vegeterian, $15.00 
3992,Vegetarian Malai Kebab .,Indian,Snack,Vegetarian, $25.00 
3993,Boondi Ki Kheer .,Indian,Dessert,Vegetarian, $10.00 
3994,Bharwa Pyaz Ki Sabzi . - Stuffed Onion Sabzi .,Indian,Side Dish,Vegetarian, $10.00 
3995,Ginger Teriyaki Rice .,Asian,Lunch,Vegetarian, $10.00 
3996,Whole Wheat Bagel . With Sesame And Rosemary,Continental,Side Dish,Vegetarian, $60.00 
3997,Bharwa Lauki . In No Onion No Garlic Makhani Gravy,Indian,Main Course,No Onion No Garlic (Sattvic), $20.00 
3998,Green Chilli Chicken Fry .,Indian,Appetizer,Non Vegetarian, $15.00 
3999,"Aama Vadai ,Masala Paruppu Vadai . - Spiced Fried Lentil Fritters",Tamil Nadu,Snack,Vegetarian, $10.00 
4000,Bhaji Miligai And Baby Potato Fry .,Indian,Appetizer,Vegetarian, $10.00 
4001,Rajma Malai Cutlet . - Roz Ka Khana With Figaro Olive Oil,Indian,Appetizer,High Protein Vegetarian, $120.00 
4002,Beetroot Chicken Cutlets . ,Indian,Appetizer,Non Vegetarian, $30.00 
4003,????ùÅ????ùç??? ????ùç???????????? ??????????ùÅ??? ???????ù? ????ù???????????ù? - Coorg Style Mushroom Curry . ,Coorg,Lunch,Vegetarian, $10.00 
4004,Dalia Pakora . - Dalia Pakora .,Indian,Snack,Vegetarian, $10.00 
4005,Hare Pyaaz Ki Puri . - Spring Onion Puri .,Indian,Dinner,Vegetarian, $10.00 
4006,Smoked Tandoori Paneer Tikka .,Punjabi,Appetizer,Vegetarian, $10.00 
4007,Paneer Bhurji . With Capsicum - Spicy Cottage Cheese Crumble,Indian,Lunch,High Protein Vegetarian, $10.00 
4008,Pesto Paneer Sandwich,Continental,World Breakfast,Vegetarian, $15.00 
4009,Avarekalu Masala Vada .,South Indian  .,Snack,Vegetarian, $60.00 
4010,Paneer And Grapes Platter . - Healthy Party Appetizer,Continental,Snack,Vegetarian, $30.00 
4011,Pineapple Mushroom Tikka . With Tandoori Masala,Indian,Appetizer,Vegetarian, $60.00 
4012,Delicious Butter Chicken Pani Puri .,Indian,Appetizer,Non Vegeterian, $30.00 
4013,Paneer Methi Paratha .,Indian,North Indian Breakfast,High Protein Vegetarian, $10.00 
4014,????ù?????ù? ????ù???ù?ù? ????ù?????ù? ????ù???????????ù? - Sukhe Methi Chole .,Indian,Main Course,Vegetarian, $480.00 
4015,Drunken Noodles .,Thai,Main Course,Vegetarian, $10.00 
4016,????ù??????? ????ù???ù?ù? ??????????????? ????ù???????????ù? - Besan Methi Paratha .,Indian,North Indian Breakfast,Vegetarian, $10.00 
4017,Tempura Chicken Wings With Barbecue Sauce . ,Continental,Appetizer,Non Vegeterian, $10.00 
4018,Mexican Taco . With Spicy Tofu Crumble,Mexican,Lunch,Gluten Free, $10.00 
4019,Spinach And Soya Sub Sandwich .,Continental,Snack,Vegetarian, $15.00 
4020,Vegetable Sandwich . With Mashed Avocado And Cottage Cheese,Continental,World Breakfast,Vegan, $15.00 
4021, Indian Style Hilsa Fish In Poppy Seeds & Yogurt Curry ., Indian  .,Side Dish,Non Vegetarian, $20.00 
4022,Mushroom Masala With Corn .,Indian,Appetizer,High Protein Vegetarian, $10.00 
4023,Mawa Gujiya With Almonds and Pistachios .,Indian,Snack,Vegetarian, $45.00 
4024,Shakarkandi Malpua . - Mishti Aloo Malpua .,Indian,Dessert,Vegetarian, $30.00 
4025,Oats Apple Phirni .,Indian,Dessert,Vegetarian, $5.00 
4026,????ù?????ù? ????ù?????ùç??? ???????ù???? ??????????ù? ????ù???? ????ù???????????ù? - Baby Corn Paneer Kathi Roll .,Indian,Snack,High Protein Vegetarian, $10.00 
4027,Badam Nu Gosht .,Parsi  .,Main Course,Non Vegeterian, $10.00 
4028,Thai Yellow Curry Risotto .,Fusion,Main Course,Vegetarian, $10.00 
4029,Drunken Noodles . - Pad Kee Mao,Thai,Main Course,Vegetarian, $10.00 
4030,Malaysian Nasi Lemak Rice .,Malaysian,Main Course,Vegetarian, $5.00 
4031,Karuvepillai Pachadi .,South Indian  .,Side Dish,Vegetarian, $15.00 
4032,Palak Paneer Stuffed Paratha .,Indian,Indian Breakfast,Vegetarian, $30.00 
4033,Farali Pattice . - A Popular Fasting Food, Indian,Snack,No Onion No Garlic (Sattvic), $20.00 
4034,Dairy Free Chocolate Mousse .,Continental,Dessert,Vegan, $20.00 
4035,Tofu Chocolate Mousse .,Continental,Dessert,High Protein Vegetarian, $10.00 
4036,Scrambled Egg Bread Upma . With Potatoes,South Indian  .,South Indian Breakfast,Eggetarian, $15.00 
4037,Aloo Simla Mirch Sabzi . - Aloo & Capsicum Sabzi,Indian,Lunch,Vegetarian, $10.00 
4038,Aloo Tikki . - Spicy Potato Patties or Cutlets,Indian,Appetizer,Vegetarian, $10.00 
4039,??????????ùç????ù? ????ùÅ????ù??????? ????ùù?ù? ???????ùç?????? ????????????????ù? ????ù???????????ù? - Lemon Pudina Curry Leaf Shikanji . in Hindi,Indian,Appetizer,Vegetarian, $10.00 
4040,Gujarati Methi Na Dhebra . - Multigrain Jowar Bajra Paratha, Indian,North Indian Breakfast,Diabetic Friendly, $-   
4041,Gajar Shimla Mirch Sambharo . - Instant Gujarati Carrot Capsicum Pickle, Indian,Side Dish,Vegetarian, $20.00 
4042,Sutlac . - Rose Infused Turkish Rice Pudding ,Middle Eastern,Dessert,Vegetarian, $5.00 
4043,???????ùÅ????????? ???????????? ????ù???????????ù? - Simple Steamed Indian Beet Salad .,Indian,Appetizer,Vegetarian, $5.00 
4044,Basundi / Rabri ., Indian,Dessert,Vegetarian, $10.00 
4045,???????????? ??????????ù? ????ù???? ????ù???????????ù? - Chicken Kathi Roll .,Indian,Main Course,Non Vegeterian, $15.00 
4046,Hare Pyaaz Ki Puri . - Spring Onion Puri,Indian,Dinner,Vegetarian, $10.00 
4047,Lapsi .  - Sweetened Gujarati Broken Wheat , Indian,Dessert,Vegetarian, $10.00 
4048,Aloo Beans Sabzi . - Potato & Beans Stir Fry, Indian,Lunch,Vegetarian, $10.00 
4049,Carrot Corn Mayo Pancake . With Sandwich Spread,Continental,World Breakfast,Vegetarian, $15.00 
4050,Tofu & Veggie Coleslaw Sandwich .,Continental,Lunch,Vegetarian, $20.00 
4051,Achari Chole Aloo Tikki Chaat .,Indian,Snack,Vegetarian, $15.00 
4052,Calcutta Style Paneer Egg Frankie . -Wrap or Roll .,Indian,Snack,Eggetarian, $10.00 
4053,Tandoori Potatoes .,Indian,Appetizer,Vegetarian, $10.00 
4054,Cheesy Potatoes .,Indian,Appetizer,Vegetarian, $20.00 
4055,Sev Puri . (Papdi Chaat) - Indian Street Food Evening Snack,Indian,Snack,Vegetarian, $30.00 
4056,Cabbage and Carrot Sambharo . - Gujarati Vegetable Stir Fry, Indian,Lunch,Vegetarian, $10.00 
4057,Pineapple Paneer Tikka .,Indian,Appetizer,High Protein Vegetarian, $30.00 
4058,Corn Halwa . - Makki Halwa,Indian,Dessert,Vegetarian, $5.00 
4059,Kesar Pista Falooda .,Indian,Dessert,Vegetarian, $10.00 
4060,Gujarati Style Multigrain Masala Kadak Puri . - Masala Mathri, Indian,Snack,Vegetarian, $20.00 
4061,Prawn Masala Kozhukattai . - Prawn Masala Dumplings,South Indian  .,Appetizer,Non Vegeterian, $50.00 
4062,Fada Ni Khichdi ., Indian,Lunch,Vegetarian, $20.00 
4063,?????????????ù??????? ???????????? ????ù???????????ù? - Vagharela Chawal .,Parsi  .,Main Course,Vegetarian, $5.00 
4064,Pudina Idli . - Pudina Idli .,South Indian  .,South Indian Breakfast,Vegetarian, $10.00 
4065,Pomegranate Flavoured Stuffed Khandvi ., Indian,Snack,Vegetarian, $20.00 
4066,?????????????ù? ??????????????? ????ù???????????ù? - Achari Masala . For Fresh Pickles, Indian,Side Dish,Vegetarian, $20.00 
4067,Vatana Bateta Na Rotla . - Gujarati Peas and Potato Roti, Indian,Snack,Vegetarian, $20.00 
4068,Chemba Arisi Thengai Paal Payasam .- Red Rice Payasam,Kerala  .,Dessert,Vegetarian, $30.00 
4069,Dalia Pakora . - Broken Wheat Pakora,Indian,Snack,Vegetarian, $10.00 
4070,Chettinad Style Chilli Gobhi .,Indian,Snack,Vegetarian, $20.00 
4071,Haryali Seekh Kebab .,Indian,Appetizer,Vegetarian, $20.00 
4072,Tamil Nadu Style Spicy Egg Fry . ,Tamil Nadu,Appetizer,Eggetarian, $5.00 
4073,????ù??????? ???????????? ???????????????????ù? ????ù???????????ù? - Goan Chicken Vindaloo .,Goan  .,Dinner,Non Vegeterian, $10.00 
4074,????ùç????ù?????ù? ???????????? ???????ù? ????ù???????????ù? - Easy Creamy Chicken Curry .,Indian,Lunch,Non Vegeterian, $2.00 
4075,Patiala Aloo .,Indian,Main Course,No Onion No Garlic (Sattvic), $10.00 
4076,Loaded Baked Potato French Fries . ,Continental,Appetizer,Vegetarian, $10.00 
4077,Crispy Crunchy Roti Ke Papad .,Indian,Snack,Vegetarian, $-   
4078,Makai Dhokla . - Savoury Steamed Corn Cake, Indian,Snack,High Protein Vegetarian, $20.00 
4079,Semolina Gujiya ., Indian,Dessert,Vegetarian, $10.00 
4080,Gujarati Mooli Bajra Muthia . - Radish And Bajra-Besan Dmplings, Indian,Snack,Vegetarian, $15.00 
4081,Dal Dhokli . With Sprouted Moong Dal, Indian,Lunch,Vegetarian, $10.00 
4082,Beguni . - Baingan/Eggplant Pakora, Indian  .,Snack,No Onion No Garlic (Sattvic), $30.00 
4083,Crispy Corn Chaat .,Indian,Snack,Vegetarian, $15.00 
4084,Lehsuni Tikki .,Indian,Appetizer,Vegetarian, $20.00 
4085,Gujarati Khaman Dhokla . - Savory Steamed Lentil Cakes, Indian,Snack,Vegetarian, $10.00 
4086,Kashmiri Mutton Yakhni .,Kashmiri,Main Course,Non Vegeterian, $10.00 
4087,Paneer Tikka Pulao . - Paneer Tikka Pulao .,Indian,Lunch,Vegetarian, $30.00 
4088,????ùÅ????ù??????? ??????????????? ????ùÅ????????? ????ù???????????ù? - Mint Coriander Spice Pulao .,Indian,Main Course,Vegetarian, $5.00 
4089,Gujarati Lasaniya Batata ., Indian,Side Dish,Vegetarian, $20.00 
4090,Sweet Potato Kheer . ,Indian,Dessert,Vegetarian, $10.00 
4091,Chicken Sweet Potato & Dill Curry .,Indian,Lunch,Non Vegeterian, $10.00 
4092,Palak Chana Dal . - Spinach and Chickpeas .,Indian,Lunch,High Protein Vegetarian, $20.00 
4093,Pahari Style Phanu .,Uttarakhand-North Kumaon,Lunch,High Protein Vegetarian, $120.00 
4094,Sri Lankan Chilli Potatoes .,Sri Lankan,Lunch,Vegan, $10.00 
4095,Buttered Mashed Potatoes - For Babies Over 7 months ,Continental,Lunch,Vegetarian, $15.00 
4096,Grilled Tomato Cheese Sandwich .,Continental,Snack,Vegetarian, $10.00 
4097,Broccoli Malai Kofta . - Broccoli Malai Kofta .,Lucknowi,Side Dish,No Onion No Garlic (Sattvic), $20.00 
4098,Hyderabadi Bagare Tamatar .,Hyderabadi,Lunch,Vegetarian, $15.00 
4099,Amritsari Fish Fry . ,Punjabi,Side Dish,Non Vegetarian, $60.00 
4100,Vegetarian Hariyali Malai Kebab,Indian,Appetizer,Vegetarian, $10.00 
4101,Open Burger with Vegetable Patty .,Continental,Main Course,Vegetarian, $10.00 
4102,Paneer Pasanda . -Cottage Cheese in Spicy Yogurt Curry,Awadhi,Lunch,High Protein Vegetarian, $20.00 
4103,Spicy Potato Chutney Sandwich .,Fusion,Snack,Vegetarian, $20.00 
4104,Assamese Fish Fried Rice .,Assamese,Dinner,Non Vegetarian, $10.00 
4105,Aloo Bilahi Maas . - Assamese Fish Curry With Potatoes And Tomatoes,Assamese,Dinner,Non Vegetarian, $10.00 
4106,Spicy Roasted Salmon .,Continental,Dinner,Non Vegetarian, $10.00 
4107,????????????????ù? ????ùç???????????? ???????ù? ?????? ????ù??????? ????ù???????????ù? - Bihari Style Aloo Ka Chokha .,Bihari,Lunch,Vegetarian, $10.00 
4108,Badanekaayi Gojju .,South  Indian,Lunch,Vegetarian, $15.00 
4109, Indian Sukto . - Mixed Vegetable Curry, Indian  .,Lunch,Vegetarian, $20.00 
4110,Poached Eggs . With Arugula Fig Walnut Salad ,Continental,World Breakfast,Eggetarian, $10.00 
4111,Aloo Bhindi Masala Gravy . - Aloo Bhindi Masala Gravy .,Indian,Lunch,Vegetarian, $15.00 
4112,Boiled Peanut Raita . - Peanut Raita .,Indian,Side Dish,Vegetarian, $10.00 
4113,Instant Oats Rava Idli .,South Indian  .,South Indian Breakfast,Diabetic Friendly, $-   
4114,Amritsari Ajwaini Paneer .,Indian,Side Dish,Vegetarian, $20.00 
4115,Corn Pineapple Salsa Salad .,Mexican,Appetizer,Vegetarian, $20.00 
4116,Tawa Crispy Pomfret Fry .,Indian,Side Dish,Non Vegetarian, $100.00 
4117,Creamy Indian Butter Fish . - Creamy Pabda Fish, Indian  .,Side Dish,Non Vegetarian, $10.00 
4118,Baked Eggs In Mexican Corn Cup .,Mexican,World Breakfast,Eggetarian, $15.00 
4119,Thai Coconut Garlic Rice .,Thai,Main Course,Vegetarian, $5.00 
4120,Cauliflower Tortilla .,Mexican,Lunch,Diabetic Friendly, $20.00 
4121,Healthy Black Bean Stuffed Burrito . With Amaranth And Quinoa,Mexican,World Breakfast,Vegetarian, $30.00 
4122,Moringa Masoor Dal .,Indian,Lunch,High Protein Vegetarian, $10.00 
4123,Parsi Toovar Dal .,Parsi  .,Main Course,High Protein Vegetarian, $10.00 
4124,Aar Macher Jhol . -  Indian Fish Curry, Indian  .,Lunch,Non Vegetarian, $10.00 
4125,Broad Bean And Courgette Zucchini Pilaf .,Continental,Main Course,Vegetarian, $20.00 
4126,One Pot Spicy Vegetable Pulao . with Coconut Milk,Indian,Dinner,Vegetarian, $10.00 
4127,Spinach Paneer Kofta Curry .,Indian,Lunch,High Protein Vegetarian, $30.00 
4128,Spiced Rajma Pulao . - Spiced Kidney Bean Rice,Indian,Dinner,Vegetarian, $20.00 
4129, Indian Chirer Pulao . -  Indian Style Vegetable Poha, Indian  .,North Indian Breakfast,Vegetarian, $10.00 
4130, Indian Style Mixed Vegetable Pulao .,Indian,Lunch,Vegetarian, $30.00 
4131,Kashmiri Style Yakhni Pulao With Chicken .,Kashmiri,Lunch,Non Vegeterian, $60.00 
4132,Cabbage Paneer Paratha . ,Indian,North Indian Breakfast,High Protein Vegetarian, $10.00 
4133,Spicy Kiwi Salsa . with Feta Cheese,Mexican,Side Dish,Vegetarian, $10.00 
4134,????ùç????ù?????ù? ??è????ùç???????ùç???????????? ????ù???? ????ù???????????ù? - Smoky Eggplant Soup .,Continental,Appetizer,Vegetarian, $-   
4135,????ù?????ù? ??ù?????? ???????ù? ????ù?????ùç??? ????ù???????????ù? - Yellow Thai Curry Paste .,Thai,Main Course,Vegetarian, $15.00 
4136,Anar & Aloo Pakora . - Dry Pomegranate & Potato Pakora,Indian,Snack,Vegetarian, $30.00 
4137,Mango Lassi . - Mango Yogurt Drink,Indian,Appetizer,Vegetarian, $10.00 
4138,Traditional Panakam .,Indian,Appetizer,Vegetarian, $5.00 
4139,Cheese And Corn Tostadas .,Mexican,Dinner,Vegetarian, $10.00 
4140,Iyengar Style Whole Wheat & Oats Khara Biscuit . (Savory Cookie .) ,Tamil Nadu,Snack,Vegetarian, $10.00 
4141,Sukhi Aloo Sabzi . (Spiced Potato Stir Fry),Indian,Side Dish,Vegetarian, $10.00 
4142,Simple Steamed Indian Beet Salad .,Indian,Appetizer,Vegetarian, $5.00 
4143,?????????????ù? ???????ù???? ???????ù? ????ù???????????ù? - Nawabi Paneer Curry .,Hyderabadi,Main Course,Vegetarian, $15.00 
4144,Eggplant In Coconut Milk Gravy . -Baingan Masala Sabzi,Indian,Side Dish,Vegetarian, $20.00 
4145,Urulai Kizhangu Kathirikai Poriyal . - South Indian Style Potato & Eggplant Curry,South Indian  .,Lunch,Vegetarian, $10.00 
4146,Aloo Aur Mooli Ke Patton Ki Sabzi . - Radish Greens And Potato Stir Fry,Indian,Lunch,Vegetarian, $10.00 
4147,Achari Paneer Masala .,Indian,Lunch,High Protein Vegetarian, $15.00 
4148,Kashmiri Kesar Pulao .,Kashmiri,Main Course,Vegetarian, $5.00 
4149,???????????? ??????????ùÅ??? ????ùç????????? ????ù???????????ù? - Spinach Mushroom Stir Fry .,Continental,Main Course,High Protein Vegetarian, $10.00 
4150,Aloo Vada . - Batata Vada (Deep Fried Potato Patties),Indian,Snack,Vegetarian, $15.00 
4151,Aloo Gobi Sabzi . - Spicy Potato Cauliflower Sabzi,Indian,Lunch,Vegetarian, $10.00 
4152,Kashmiri Style Modur Pulao . - Kashmiri Sweet Pulao,Kashmiri,Lunch,Vegetarian, $15.00 
4153,. for fresh and tomato vegetables, Indian,Dinner,Diabetic Friendly, $20.00 
4154,Homemade Nachos .,Mexican,Snack,Vegetarian, $10.00 
4155,Saoji Methi Pulao . - Maharashtrian Style Fenugreek Leaves Pulao ,Indian,Lunch,Vegetarian, $15.00 
4156,Spicy Jalapeno Scrambled Eggs .,Mexican,World Breakfast,Eggetarian, $10.00 
4157,Mexican Style Vegetable Fajita .,Mexican,Lunch,Vegetarian, $10.00 
4158,Vegetarian Kabuli Pulao . - Rice Layered With Chickpea Curry,Indian,Main Course,High Protein Vegetarian, $30.00 
4159,South Indian Style Fish Curry .,South Indian  .,Lunch,Non Vegeterian, $20.00 
4160,Mexican Black Bean Corn Soup .,Mexican,Appetizer,Vegetarian, $10.00 
4161,Gujarati Biraj . - Saffron Flavored Sweet Lentil Rice With Dry Fruits & Coconut, Indian,Dinner,Vegetarian, $60.00 
4162,Gujarati Valsadi Vada . - Multigrain Masala Vada, Indian,Snack,Vegetarian, $10.00 
4163,Crispy Masala Peanuts . - Gujarati Singh Bhujia, Indian,Snack,High Protein Vegetarian, $10.00 
4164,Sprouted Moong Dhokla ., Indian,North Indian Breakfast,High Protein Vegetarian, $60.00 
4165,???????????????????ù? ????????? ???????ù? ????ù???????????ù? - Malvani Fish Curry . ,Malvani,Lunch,Non Vegetarian, $10.00 
4166,Mexican Style Black Bean Burrito .,Mexican,Lunch,Vegetarian, $10.00 
4167,Crunchy Vegetables Tortilla Wrap .,Mexican,Lunch,Vegetarian, $10.00 
4168,Mexican Low Fat Fish Wraps .,Mexican,Lunch,Non Vegeterian, $10.00 
4169,Pinto Bean Salsa Salad .,Mexican,Appetizer,Vegetarian, $10.00 
4170,Dragon Chicken Sizzler .,Indo Chinese,Dinner,Non Vegeterian, $30.00 
4171,Black Bean Walnut Burger .,Continental,Main Course,High Protein Vegetarian, $120.00 
4172,Malvani Mutton Curry .,Malvani,Main Course,Non Vegeterian,
4173,Chettinad Masala Powder .,Chettinad,,Vegetarian, $5.00 
4174,Aloo Patta Gobi Sabzi . - Potato Cabbage Sabzi .,Indian,Lunch,Vegetarian, $5.00 
4175,Achari Chicken Masala Pasta .,Fusion,Dinner,Non Vegeterian, $10.00 
4176,Cabbage Capsicum Sabzi . - Cabbage Capsicum Sabzi .,Indian,Main Course,No Onion No Garlic (Sattvic), $5.00 
4177,???????ùç??? ????ùç???????????? ???????????? ????ù???????????ù? - Herbed Brown Rice .,Continental,Side Dish,Vegetarian, $10.00 
4178,Grilled Spicy Potato Sandwich .,Continental,Main Course,Vegetarian, $15.00 
4179,Grilled Vegetable Sandwich . With Herb Goat Cheese,Middle Eastern,Snack,Vegetarian, $20.00 
4180,Scrambled Egg Sandwich . With Cucumber,Continental,Lunch,Eggetarian, $15.00 
4181,Grilled Mushroom Sandwich . With Herbs,Continental,World Breakfast,Vegetarian, $20.00 
4182,Fish Sukka . - Fish With Spicy Masala Filling,Indian,Appetizer,Non Vegetarian, $15.00 
4183,Mixed Vegetable Idli Upma .,South Indian  .,South Indian Breakfast,Vegetarian, $10.00 
4184,Buttered Potato Cubes . - Finger Food For Babies Above 9 Months,Indian,Snack,Vegetarian, $15.00 
4185,Baked Homemade Croutons . With Herbs,Continental,Side Dish,Vegetarian, $10.00 
4186,Indo-Chinese Style Ginger Fish .,Indo Chinese,Appetizer,Non Vegeterian, $10.00 
4187, Indian Holud Mishti Pulao . - Saffron Flavored Rice With Nuts, Indian  .,Lunch,Vegetarian, $20.00 
4188,Tindora Sambharo . - Tindora Sambharo ., Indian,Side Dish,Vegetarian, $20.00 
4189,Mixed Vegetable Idli Upma .,South Indian  .,South Indian Breakfast,Vegetarian, $10.00 
4190,Kashmiri Saag .,Kashmiri,Side Dish,Vegetarian, $10.00 
4191,Masala Oats And Potato Sandwich .,Continental,World Breakfast,Vegetarian, $10.00 
4192,South Indian Grilled Fish With Spicy Fusion Sauce .,South Indian  .,Dinner,Non Vegetarian, $70.00 
4193,Kanji . - Probiotic Drink Made From Carrots & Beetroot,Indian,Snack,Vegetarian, $-   
4194,Mughlai Fish Curry .,Mughlai,Lunch,High Protein Vegetarian, $5.00 
4195,Achari Masala . For Fresh Pickles - Sambharo Masala, Indian,Side Dish,Vegetarian, $20.00 
4196,Dubuk Vade . - Khandeshi Gram Flour Dumpling Curry,Maharashtrian  .,Lunch,Vegetarian, $10.00 
4197,Tomato Basil Chicken .,Continental,Main Course,Non Vegetarian, $15.00 
4198,Rajasthani Onion Sabzi . - Onion Sabzi,Rajasthani,Side Dish,Vegetarian, $15.00 
4199,Grilled Tangy Lime Salmon Steak .,Continental,Dinner,Non Vegetarian, $10.00 
4200,Russian Pattice . - Parsi Chicken Cutlet ,Parsi  .,Appetizer,Non Vegeterian, $10.00 
4201,Parsi Rotli . - Parsi Style Rotis,Parsi  .,Main Course,Vegetarian, $10.00 
4202,Tuvar Ni Dal . - Parsi Toovar Dal,Parsi  .,Main Course,High Protein Vegetarian, $10.00 
4203,Tindora Sambharo . - Instant Tendli Pickle, Indian,Side Dish,Vegetarian, $20.00 
4204,"Bread, Paneer & Potato Instant Vada .",South Indian  .,Snack,Vegetarian, $15.00 
4205,Chaat Masala .,Indian,,Vegetarian, $10.00 
4206,Lemon Pepper Fish . ,Indian,Appetizer,Non Vegetarian, $5.00 
4207,Pabda Macher Kalo Jeera Diye . -  Indian Pabda Fish Curry, Indian  .,Lunch,Non Vegetarian, $30.00 
4208,Konkani Style Pomfret Fry . - South Indian Fish Fry .,Konkan,Appetizer,Non Vegetarian, $10.00 
4209,Paneer Tikka Sub Sandwich . With Tandoori Mayo,Continental,Dinner,Vegetarian, $20.00 
4210,Chaat Masala .,Indian,,Vegetarian, $10.00 
4211,Persian Chicken Kidney Bean Stew . ,Greek,Lunch,Non Vegeterian, $5.00 
4212,Achari Masala Powder .,Indian,,Vegetarian, $10.00 
4213,Homemade Dhansak Masala Powder .,Parsi  .,,Vegetarian, $-   
4214,Amrood Raita . ??? Guava Raita .,Indian,Side Dish,Vegetarian, $15.00 
4215,Sweet Potato Flatbread . - Sweet Potato Chapati,Indian,Indian Breakfast,Vegetarian, $25.00 
4216,Pineapple Lassi .,Indian,Lunch,Vegetarian, $20.00 
4217,Saffron Elaichi Lassi .,Indian,Snack,Vegetarian, $10.00 
4218,Falsa/Phalsa Ka Sharbat . - Indian Berry Juice,Indian,Snack,Vegetarian, $10.00 
4219,Pan Gulkand Sharbat .,Indian,Snack,Vegetarian, $10.00 
4220,Sattu Ka Namkeen Sharbat .,Indian,Snack,Vegetarian, $10.00 
4221,Spinach And Sweet Potato Kofta In Green Curry . ,Continental,Lunch,Vegetarian, $20.00 
4222,Onion Raita .,Indian,Side Dish,Vegetarian, $10.00 
4223,Maharastrian Varan Phal .,Maharashtrian  .,Lunch,Vegetarian, $10.00 
4224,Chettinad Takkali Sadam . - Chettinad Takkali Sadam .,Chettinad,Lunch,Gluten Free, $5.00 
4225,BaNilla Sandwich Cookie .,Continental,Snack,Vegetarian, $20.00 
4226,Guacamole Stuffed Quesadilla With Mint Mayo .,Mexican,Appetizer,Vegetarian, $10.00 
